,dice,aji,0,1,average_dice,average_aji,average_map,average_map50
test_10_000.png,0.2512755102027788,0.20692626577856443,0.15139834009074848,0.32741900634222604,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_001.png,0.2991187482603934,0.3203924914675768,0.1277491429856397,0.3585380001542731,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_002.png,0.29461933551641667,0.2567255666124333,0.030471120340529696,0.07286901103903493,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_003.png,0.3594881273282144,0.2889688723648301,0.12720870855198602,0.25799766773376515,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_004.png,0.43595639838082795,0.3180950765446758,0.2006729725260108,0.365396147457883,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_005.png,0.41988515691937567,0.3686028389705573,0.19771900874297954,0.41569490282361565,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_006.png,0.3505228459567338,0.32747485027596196,0.20707189589891978,0.45143522044512147,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_007.png,0.31211670537646746,0.34627475127199664,0.19044803435051266,0.37366083932355826,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_008.png,0.3262749140253759,0.36338985265771506,0.19013957883789315,0.28990051179030946,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_009.png,0.3846241611394486,0.3935781712947013,0.23427596766464465,0.37977566987467976,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_010.png,0.4001207073402122,0.3930308251962474,0.2413983234404026,0.4047588824816547,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_011.png,0.43575774845473697,0.3640979405903008,0.18409377460047233,0.2963776015610611,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_012.png,0.293992798381876,0.34228008778693875,0.1262303529203495,0.2962292781002238,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_013.png,0.4040699347336694,0.5350574251064172,0.26505955477424115,0.4893355643570404,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_014.png,0.4721004966338064,0.5222999562745956,0.22427270896973203,0.504931855749596,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_015.png,0.48225409897156357,0.5210761107064822,0.2749532575648457,0.5631684182243109,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_016.png,0.5633993687601255,0.5428051851161055,0.3007463390179955,0.5462208612404726,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_017.png,0.4838920425603756,0.5840151038388924,0.28507709104243756,0.5510827273203511,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_018.png,0.49444218121843625,0.5585056101269985,0.30646780436756066,0.5448660897968136,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_019.png,0.43656704352697623,0.6079362647464379,0.2995062766935298,0.5384404923075938,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_020.png,0.45009031063202387,0.5972001731851638,0.24309479450730634,0.3809834447066997,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_021.png,0.44148768292152146,0.6328805101192126,0.28723213821872545,0.44342564691251735,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_022.png,0.44570415064693,0.5391361322513987,0.27149337740791624,0.4903972853425694,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_023.png,0.4408800524426963,0.43333333333333335,0.23800394141978298,0.41642728375401644,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
test_10_024.png,0.3158034932806062,0.3443473715651135,0.20449678301163451,0.40909281404330905,0.5457207503572411,0.4686849514352851,0.18766964238956702,0.3842755316884123
