,dice,aji,0,1,average_dice,average_aji,average_map,average_map50
test_0.png,0.5444087429092784,0.3333862265947318,0.0,0.0,0.3879958153531004,0.14268606814861565,3.611832272216505e-05,8.938564622857864e-05
test_1.png,0.1625928264333604,0.08831228322753747,0.0,0.0,0.3879958153531004,0.14268606814861565,3.611832272216505e-05,8.938564622857864e-05
test_2.png,0.32772797527047914,0.19597767015416467,0.0,0.0,0.3879958153531004,0.14268606814861565,3.611832272216505e-05,8.938564622857864e-05
test_3.png,0.5395246179966044,0.2702726017943409,0.0,0.0,0.3879958153531004,0.14268606814861565,3.611832272216505e-05,8.938564622857864e-05
test_4.png,0.28555874792076213,0.16656082416031612,0.0,0.0,0.3879958153531004,0.14268606814861565,3.611832272216505e-05,8.938564622857864e-05
test_5.png,0.305796072864916,0.13054641739549067,0.0,0.0,0.3879958153531004,0.14268606814861565,3.611832272216505e-05,8.938564622857864e-05
test_6.png,0.579263098754916,0.12857172076660325,0.0,0.0,0.3879958153531004,0.14268606814861565,3.611832272216505e-05,8.938564622857864e-05
test_7.png,0.5320361719453135,0.22034518828451882,0.0,0.0,0.3879958153531004,0.14268606814861565,3.611832272216505e-05,8.938564622857864e-05
test_8.png,0.15317424820437264,0.08266157746318398,0.0,0.0,0.3879958153531004,0.14268606814861565,3.611832272216505e-05,8.938564622857864e-05
test_9.png,0.4550055463117027,0.11122667128907379,0.0,0.0,0.3879958153531004,0.14268606814861565,3.611832272216505e-05,8.938564622857864e-05
test_10.png,0.42154683601723747,0.1632017728999578,0.019801980198019795,0.04950495049504949,0.3879958153531004,0.14268606814861565,3.611832272216505e-05,8.938564622857864e-05
test_11.png,0.31373204143000333,0.08101274966590818,0.0,0.0,0.3879958153531004,0.14268606814861565,3.611832272216505e-05,8.938564622857864e-05
test_12.png,0.4472172149616945,0.18738503728972275,0.0,0.0,0.3879958153531004,0.14268606814861565,3.611832272216505e-05,8.938564622857864e-05
