,map_50,map_75,acc,f1,dice,aji,aji_plus,dq,sq,pq,img_names
51,0.05830582603812218,0.05830582603812218,1.0,0.1,0.3519011867067146,0.20612852886934316,0.31152277362338543,0.2,0.8505774900879319,0.1701154980175864,test_12_003
52,0.0633363351225853,0.02301126904785633,1.0,0.4166666666666667,0.27117263843378914,0.1642534209415878,0.2910997100156145,0.2222222222222222,0.7408549287905329,0.16463442862011843,test_12_004
53,0.06633663922548294,0.06633663922548294,1.0,0.23076923076923078,0.9295039152356346,0.21052631578947367,0.21052631578947367,0.15384615384615385,0.8875431692055543,0.13654510295470068,test_12_005
54,0.23786695301532745,0.046536799520254135,1.0,0.5348837209302325,0.5063500157716824,0.32817200215319337,0.3950468136514648,0.4186046511627907,0.7144220763939034,0.29906040407186657,test_12_006
55,0.06072608008980751,0.0022848439402878284,1.0,0.5789473684210527,0.4135564976495808,0.26891883262021843,0.3293703468575056,0.21052631578947367,0.6588429988269155,0.13870378922671905,test_12_007
56,0.0027502751909196377,0.0027502751909196377,1.0,0.4090909090909091,0.2155189114629404,0.12029682806374421,0.15712687837377814,0.045454545454545456,0.7933325400007935,0.03606057000003607,test_12_008
57,0.14034654200077057,0.07066831737756729,1.0,0.41935483870967744,0.4663674645260869,0.32850940665701883,0.3925023651844844,0.2903225806451613,0.754247595268676,0.21897510830380917,test_12_009
58,0.1159830391407013,0.0,1.0,0.15384615384615385,0.32505244558628105,0.1797752808988764,0.3399935546245569,0.14814814814814814,0.5620624159268359,0.08326850606323495,test_12_010
59,0.09705303609371185,0.013049581088125706,1.0,0.379746835443038,0.18429119023171897,0.10102098331181016,0.21095204468126083,0.25316455696202533,0.6566987974522827,0.16625286011450194,test_12_011
60,0.0987623780965805,0.03936002776026726,1.0,0.463768115942029,0.30664964643577397,0.18197585749743325,0.2533074663864414,0.2608695652173913,0.7006412102958068,0.18277596790325396,test_12_012
61,0.059405941516160965,0.0,1.0,0.16666666666666666,0.3047961322763532,0.17507987220447285,0.16688773664536355,0.08333333333333333,0.6365973015470283,0.05304977512891902,test_12_013
62,0.0,0.0,1.0,0.11764705882352941,0.2947481243037917,0.15935870195093685,0.13350011371389583,0.0,0.0,0.0,test_12_014
63,0.10891088843345642,0.04356435686349869,1.0,0.5238095238095238,0.41829336306753,0.256531370121832,0.35024784763892514,0.2857142857142857,0.731697540668712,0.20905644019106054,test_12_015
64,0.08580858260393143,0.0,1.0,0.2,0.4379001277606273,0.20260663507109006,0.16400336417157274,0.2,0.6089737500006089,0.1217947500001218,test_13_000
65,0.12997789680957794,0.033178314566612244,1.0,0.5915492957746479,0.4780882981441086,0.31682179954134626,0.35403667990168275,0.32167832167832167,0.7476543373921026,0.24050419244780924,test_13_001
66,0.18692708015441895,0.051469434052705765,1.0,0.6627906976744186,0.4714456843771333,0.3132313985849847,0.3772915434654051,0.3815028901734104,0.7150076879654581,0.27277749945503027,test_13_002
67,0.21287128329277039,0.049504950642585754,1.0,0.6666666666666666,0.719960764727827,0.5065562456866805,0.5824652777777778,0.4,0.7588806978506728,0.30355227914026917,test_13_003
68,0.27508628368377686,0.0876041054725647,1.0,0.6728971962616822,0.5278876422561966,0.36259450267102905,0.4524657152586447,0.4744186046511628,0.7437570582653769,0.3528521857817137,test_13_004
69,0.2205205261707306,0.08972404152154922,1.0,0.6333333333333333,0.40966337898486876,0.2628228166555424,0.3812528064660979,0.42323651452282157,0.7415816983024411,0.3138644532234398,test_13_005
70,0.06435643136501312,0.02496771514415741,1.0,0.49122807017543857,0.4608879492305152,0.2583195572486164,0.2717642761475709,0.24561403508771928,0.7338232868997872,0.18023729853678983,test_13_006
71,0.18355713784694672,0.04477424547076225,1.0,0.6752136752136753,0.4447627321556651,0.29476227591582227,0.3871269748390872,0.4,0.7260446650420134,0.29041786601680536,test_13_007
72,0.1916627734899521,0.07249986380338669,1.0,0.624113475177305,0.3503456242875597,0.21390493284549478,0.36172924632775444,0.36879432624113473,0.7697470623765736,0.2838783492452612,test_13_008
73,0.40777111053466797,0.021452145650982857,1.0,0.6538461538461539,0.6411856473425396,0.4491803278688525,0.5423728813559322,0.5660377358490566,0.6896688743939523,0.3903786081475202,test_13_009
74,0.2156473994255066,0.06670104712247849,1.0,0.6216216216216216,0.4842134723279362,0.3245474158146515,0.44029595415276707,0.40540540540540543,0.7698923224472534,0.31211850910023786,test_13_010
75,0.1785704791545868,0.08131695538759232,1.0,0.5806451612903226,0.39603170835528523,0.25233565688837256,0.35400981996726677,0.3870967741935484,0.7464242328884517,0.28893841273101356,test_13_011
76,0.1779182106256485,0.04640089347958565,1.0,0.6514285714285715,0.47866060887348216,0.32587044468634746,0.38819375794379324,0.38857142857142857,0.715604993485865,0.2780636546116504,test_13_012
77,0.16809165477752686,0.08761647343635559,1.0,0.663594470046083,0.3802642230878252,0.2340549595012934,0.3716097586541233,0.3778801843317972,0.7637493716585663,0.2886057533456333,test_13_013
78,0.10956136882305145,0.028708351776003838,1.0,0.584070796460177,0.3392666037115261,0.20477789723049405,0.3001470227885322,0.2920353982300885,0.7169996155506646,0.2093892682581587,test_13_014
79,0.19481588900089264,0.10030195862054825,1.0,0.6596858638743456,0.4270160879986997,0.2758257819351067,0.37837192647409884,0.4083769633507853,0.7638896584311814,0.3119549390451945,test_13_015
80,0.2351061999797821,0.06933232396841049,1.0,0.42696629213483145,0.4298418481339763,0.26095349164538634,0.3844223046030275,0.4222222222222222,0.7483662574095297,0.3159768642395792,test_14_000
81,0.11029389500617981,0.032636597752571106,1.0,0.29333333333333333,0.23487895873525272,0.1319204179507055,0.19263690750115048,0.23684210526315788,0.7391231100621315,0.17505547343576797,test_14_001
82,0.07178843021392822,0.009128229692578316,1.0,0.36065573770491804,0.1407986904213593,0.07538984202480041,0.18992469945836452,0.21311475409836064,0.6776281520774992,0.14441255700012276,test_14_002
83,0.21928858757019043,0.08792980760335922,1.0,0.5148514851485149,0.3815123752174644,0.2288488210818308,0.38341876690872845,0.45544554455445546,0.7808219216807821,0.3556218653199602,test_14_003
84,0.0964382216334343,0.005657708737999201,1.0,0.27586206896551724,0.21616336293451938,0.1201404857717735,0.19682250556567496,0.2033898305084746,0.6693918682418505,0.13614749862546113,test_14_004
85,0.043158162385225296,0.012053378857672215,1.0,0.2988505747126437,0.10109218987273647,0.054628600038423694,0.1450125932614171,0.1839080459770115,0.7068083151149966,0.12998773611310283,test_14_005
86,0.08495722711086273,0.025890519842505455,1.0,0.43956043956043955,0.16322934216307813,0.09026288140787112,0.20788827173680838,0.21978021978021978,0.766969807576024,0.16856479287385143,test_14_006
87,0.0957954153418541,0.026723187416791916,1.0,0.21951219512195122,0.39501885664472913,0.2292258022578059,0.309995315361356,0.21951219512195122,0.7193831989737915,0.1579133851405884,test_14_007
88,0.1429348886013031,0.08495793491601944,1.0,0.5151515151515151,0.2743119518259835,0.15313420923379176,0.2508453350031309,0.30303030303030304,0.7594277557676751,0.23012962295990155,test_14_008
89,0.10769779980182648,0.04101839289069176,1.0,0.37142857142857144,0.38702519633898247,0.23072370940230444,0.2589981316318257,0.22535211267605634,0.735005128137948,0.1656349584536221,test_14_009
90,0.153368279337883,0.0717114582657814,1.0,0.40625,0.33245731939068635,0.18625177312948912,0.2180238966535867,0.25,0.7054667130715233,0.17636667826788083,test_14_010
91,0.07499782741069794,0.019801979884505272,1.0,0.4126984126984127,0.1986949924097315,0.10643624717530198,0.18931116389548694,0.21875,0.6894475623127773,0.15081665425592003,test_14_011
92,0.06537724286317825,0.01743381656706333,1.0,0.27956989247311825,0.16297876946327186,0.08834055535533186,0.2185675045587794,0.21505376344086022,0.7488555777894887,0.16104421027730942,test_14_012
93,0.08883388340473175,0.019094768911600113,1.0,0.36065573770491804,0.1319583780494614,0.0698076258495565,0.17422994358743946,0.19672131147540983,0.6794657209429542,0.1336653877264828,test_14_013
94,0.15291346609592438,0.07045278698205948,1.0,0.45714285714285713,0.40582874171941247,0.23503321492363577,0.2969402732302134,0.34285714285714286,0.734771359915786,0.25192160911398376,test_14_014
95,0.04798172041773796,0.0021216408349573612,1.0,0.25,0.19437894334084027,0.10148669692412123,0.17073503341060958,0.18461538461538463,0.6707566318213829,0.12383199356702454,test_14_015
96,0.19833917915821075,0.030727213248610497,1.0,0.6,0.6046869278431092,0.405669647243785,0.45248284763263363,0.4262295081967213,0.719762868999798,0.306784173672045,test_2_000
97,0.20702071487903595,0.05040504038333893,1.0,0.6181818181818182,0.7098872506119965,0.5458497032516927,0.5536294691224268,0.42857142857142855,0.7392173689214268,0.3168074438234686,test_2_001
98,0.217918261885643,0.02059405855834484,1.0,0.5161290322580645,0.6008852072684092,0.4286964639981328,0.45998002568126695,0.3492063492063492,0.7034048397082305,0.24563343608858842,test_2_002
99,0.271227091550827,0.09338090568780899,1.0,0.7466666666666667,0.6079562001104328,0.4307171742180408,0.5008306633440133,0.5066666666666667,0.7395547058299115,0.3747077176204885,test_2_003
100,0.20621739327907562,0.027147870510816574,1.0,0.375,0.5081773863615279,0.33080821006295746,0.4402722545120832,0.4,0.6624698052914922,0.2649879221165969,test_2_004
101,0.17311730980873108,0.007511095143854618,1.0,0.37735849056603776,0.6472895694197603,0.4650231337614806,0.4899291008701257,0.33962264150943394,0.7013398639578127,0.23819089719321937,test_2_005
102,0.20198018848896027,0.080657958984375,1.0,0.5333333333333333,0.6683934905868352,0.4743067210101494,0.4629194473164771,0.43478260869565216,0.7234950839337627,0.3145630799712012,test_2_006
103,0.6545529365539551,0.2759900987148285,1.0,0.7586206896551724,0.8137737174267592,0.659265584970111,0.6952599388379205,0.6896551724137931,0.7454998909363116,0.514137855818146,test_2_007
104,0.06412069499492645,0.02045719139277935,1.0,0.4117647058823529,0.5909137106829033,0.3890524625267666,0.4826071036250458,0.23529411764705882,0.7040917812452594,0.16566865441064926,test_2_008
105,0.28960397839546204,0.017472336068749428,1.0,0.5263157894736842,0.6997163644900902,0.5137631293009779,0.5278557546966098,0.47368421052631576,0.694154993940666,0.3288102602876839,test_2_009
106,0.4854431450366974,0.07355020940303802,1.0,0.7804878048780488,0.6429216323292288,0.5194127729338996,0.5508687008384475,0.6341463414634146,0.6894576241336736,0.4372170299384272,test_2_010
107,0.37014469504356384,0.10738766193389893,1.0,0.5853658536585366,0.8010889610256354,0.5916461279024516,0.5916461279024516,0.5238095238095238,0.7289551068023309,0.38183362737264953,test_2_011
108,0.3454545736312866,0.04752475023269653,1.0,0.49056603773584906,0.7493633636608362,0.5478239285123283,0.5519293026511506,0.49056603773584906,0.6763696090700783,0.3318039591664535,test_2_012
109,0.2024393379688263,0.04671236500144005,1.0,0.3333333333333333,0.5351973276586419,0.2969848461177941,0.2969848461177941,0.27906976744186046,0.6783489781115823,0.18930669156602298,test_2_013
110,0.30693066120147705,0.008250824175775051,1.0,0.3,0.5750214346408477,0.388210017456694,0.3882183908045977,0.3,0.6181095812093608,0.18543287436280823,test_2_014
111,0.20817464590072632,0.0439087338745594,1.0,0.34782608695652173,0.8273311270364676,0.4418338704647053,0.4418338704647053,0.2978723404255319,0.7136259514703672,0.21256943235287534,test_2_015
112,0.1069306880235672,0.0033003301359713078,1.0,0.32558139534883723,0.276956240563118,0.16086705637371734,0.19894523326572008,0.27906976744186046,0.6269901924394128,0.17497400719239425,test_3_000
113,0.25917303562164307,0.02934936247766018,1.0,0.43478260869565216,0.43352275923544814,0.32123377844649237,0.4347970863683663,0.43478260869565216,0.711769568777584,0.3094650299032974,test_3_001
114,0.11697836220264435,0.04161416366696358,1.0,0.4507042253521127,0.19056146692123993,0.1124954987396471,0.2223080121161727,0.30985915492957744,0.7128728064704218,0.22089016538520112,test_3_002
115,0.17326731979846954,0.10042431950569153,1.0,0.5066666666666667,0.3660875912382037,0.24402411957653253,0.37883790029712777,0.37333333333333335,0.7660240705213375,0.28598231966129933,test_3_003
116,0.11850791424512863,0.06122981011867523,1.0,0.3157894736842105,0.20881089867421287,0.1199108896660758,0.2666592895872524,0.2894736842105263,0.7475022945298223,0.21638224315336962,test_3_004
117,0.13709063827991486,0.008250825107097626,1.0,0.42105263157894735,0.3312940519590757,0.19722443861848854,0.3069799585348998,0.3157894736842105,0.6036441774854793,0.19062447710067765,test_3_005
