,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.09565770626068115,0.021920593455433846,0.6503678335870117,0.6718650134219609,0.4095783219823214,0.4245967741935484,0.413005708612559,0.0,0.0,0.6237092733292167,0.4493904547505268,0.4708535240827609,0.49091367092772276,0.7176363499538166,0.35962195334434544
