,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.4077111482620239,0.24600762128829956,0.7465359094457455,0.7434976602459462,0.5465829647595948,0.46576923076923077,0.4114443295415374,0.06362672322375397,0.37852233676975944,0.7859253594305629,0.5527474215164294,0.5603458516975246,0.7745973149781183,0.7952703842147424,0.6177631824447946
