,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.061743758618831635,0.013777634128928185,0.5720812182741116,0.5359450452288649,0.10266535044422508,0.459778879146016,0.29927884615384615,0.0,,0.3792113266190694,0.19389875337693746,0.236152095186788,0.2450919398914596,0.6533045210535727,0.17012125266902173
