,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.17942792177200317,0.10307931900024414,0.7745416526642023,0.6699101983640593,0.5066268433824902,0.43655901942127945,0.4160556913278531,0.0,0.38232362387861335,0.6990863299758473,0.5559340391793672,0.5796601173130284,0.5784066982030804,0.7950309538369548,0.46903606913635193
