,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.3151454031467438,0.1484282910823822,1.0,0.6353016012820042,,0.6353016012820042,,,,0.670362796371451,0.4878464003358395,0.524374714876178,0.5405700722883061,0.7701864007994712,0.42496445390092047
