,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.21038959920406342,0.10431281477212906,0.8099206805379928,0.6813393381633053,0.520699543600307,0.48430757159670457,0.41197586496601235,0.0,0.572451218104145,0.7043401320050272,0.5500115931937496,0.5720993398115195,0.5981987331049571,0.7882154585531402,0.4750303802741774
