,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.13628500699996948,0.07064370810985565,0.8958014618391977,0.6846403010260489,0.5832025117739403,0.686328493305676,0.0,0.08648648648648649,,0.621433091041013,0.4625392305988469,0.47115887531819844,0.5317519976147521,0.7535940990500206,0.41948576375927255
