,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.06181568652391434,0.013776465319097042,0.5548323471400395,0.5932252969051659,0.0,0.3827289329506914,0.37295649764477695,0.0,,0.3615659329170886,0.22102748838942254,0.26136746978544456,0.24831937991084654,0.6405653100120468,0.17512675654586246
