,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.42599600553512573,0.2515108585357666,0.8044159544159544,0.7944621536488297,0.6168389303711332,0.5523285437684704,0.4204700409079971,0.2994522215459525,0.6158139534883721,0.75669389299647,0.6529485343949377,0.6632352293306251,0.7354546323010183,0.8050546723127846,0.595204579602299
