,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.2523946166038513,0.1642836481332779,0.8598492462311558,0.7532030052421416,0.6831189288527173,0.6996621102749193,0.03081232492997199,0.17506361323155217,,0.6743447703942096,0.556418074969652,0.5637772635789019,0.6854441982817907,0.7956266916834518,0.5512377107677419
