,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.36374756693840027,0.25672921538352966,0.7350073211003458,0.7533561772437101,0.5455079006772009,0.45819477434679334,0.4305875287758983,0.006389776357827476,0.22823910763657165,0.7838930425523816,0.5659082126001774,0.575809103858078,0.7671013500625714,0.8043751996097273,0.6248279307154306
