,map_50,map_75,acc,f1,dice,aji,aji_plus,dq,sq,pq,img_names
342,0.5861125588417053,0.326327383518219,1.0,0.8648648648648649,0.8300682368022194,0.7073719752391672,0.7139963540611708,0.717948717948718,0.7973875350877332,0.5724833585245264,343
343,0.7062705755233765,0.7062705755233765,1.0,0.8,0.9190069189321117,0.7222364380757421,0.7222364380757421,0.7058823529411765,0.8443213245496287,0.5959915232115026,344
344,0.4306930601596832,0.4306930601596832,1.0,0.5882352941176471,0.7794449821894607,0.505070569785677,0.49511788521076444,0.5263157894736842,0.8474731827134417,0.4460385172176009,345
345,0.6732673048973083,0.6732673048973083,1.0,0.9,0.9308500829226842,0.7945435466946484,0.7945435466946484,0.7272727272727273,0.8757260646880525,0.6368916834094928,346
346,0.8514851331710815,0.3102310299873352,1.0,0.9230769230769231,0.6811397557226117,0.5930638441616936,0.6494443642661278,0.8,0.7728570458183693,0.6182856366546955,347
347,0.7623762488365173,0.6772277355194092,1.0,0.8333333333333334,0.8269405435040215,0.7027668922930769,0.7684423465947404,0.8,0.8149537315614348,0.6519629852491479,348
348,0.7631305456161499,0.7631305456161499,1.0,0.8,0.9418754842493057,0.8023767605633803,0.8023767605633803,0.7058823529411765,0.8727325608221782,0.6160465135215376,349
349,0.640264093875885,0.640264093875885,1.0,0.75,0.9272095227086053,0.8295947219604147,0.8295947219604147,0.7058823529411765,0.852968862663406,0.6020956677624043,350
350,0.6043386459350586,0.48682188987731934,1.0,0.7407407407407407,0.7125859442399319,0.5464936377127341,0.6025453143077516,0.7142857142857143,0.8344877427691461,0.596062673406533,351
351,0.6174553632736206,0.36222952604293823,1.0,0.7272727272727273,0.7368273934140035,0.5713047247507586,0.6698807067898466,0.7142857142857143,0.7968289926595334,0.569163566185381,352
352,0.32544124126434326,0.17551754415035248,1.0,0.5882352941176471,0.5042394616863668,0.32807193199442447,0.4341057073223964,0.5490196078431373,0.7866904060928673,0.4319084582470645,353
353,0.596944272518158,0.33497679233551025,1.0,0.8148148148148148,0.8999815803186607,0.6643099932019034,0.6643099932019034,0.6896551724137931,0.8148201971587364,0.5619449635577493,354
354,0.3788914382457733,0.18523555994033813,1.0,0.5531914893617021,0.6782907661874297,0.46647525755784497,0.5474758933635848,0.5714285714285714,0.7875844648289635,0.45004826561655054,355
355,0.43704620003700256,0.23613861203193665,1.0,0.6153846153846154,0.7874671557982383,0.6306177544862633,0.6270919560914162,0.6153846153846154,0.8104375156859858,0.49873077888368356,356
356,0.4291902780532837,0.18935643136501312,1.0,0.7142857142857143,0.7598367062989735,0.5492214967353088,0.5432107861195019,0.6,0.7793281007350509,0.4675968604410305,357
357,0.6270627975463867,0.2574257552623749,1.0,0.5263157894736842,0.8565480695901748,0.6329479768786127,0.6329479768786127,0.631578947368421,0.7479874083499987,0.47241310001052544,358
358,0.3516619801521301,0.2871287167072296,1.0,0.6060606060606061,0.7185682136487077,0.5198439515881305,0.5718077730676281,0.5454545454545454,0.8386762588190352,0.45745977753765554,359
