,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.12885291874408722,0.01014725025743246,0.4967039106145251,0.6448707556516257,0.0,0.6816757572240919,0.0,0.007259528130671506,,0.5761152806297645,0.3524530056013092,0.35499457558903225,0.5310324059464028,0.6522360008431609,0.36323022931870397
