,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.29021695256233215,0.16892163455486298,0.8005700625229863,0.7373059453596367,0.5955213687502247,0.6945628997867804,0.0032200357781753132,0.0,0.0,0.6685481522344213,0.5145510104834465,0.5181503160244276,0.7059792707611591,0.7680047404486744,0.5538935585266119
