,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.13118167221546173,0.09067856520414352,0.2882065596650384,0.5744638204048907,0.028592927012791574,0.5986394557823129,0.0,0.0,,0.6190449751460042,0.3435396875226602,0.36927180508151236,0.461024351780279,0.732101025953918,0.34616786450119763
