,map_50,map_75,acc,f1,dice,aji,aji_plus,dq,sq,pq
0,0.06666666269302368,0.0,0.03225806451612903,0.4696969696969697,0.3217573302811791,0.21060684647302905,0.2902141112228768,0.2857142857142857,0.7148984475512443,0.2042566993003555
1,0.1111111119389534,0.0,0.058823529411764705,0.33663366336633666,0.21477116143480673,0.13115250200121048,0.1952075702075702,0.1782178217821782,0.7508874456867787,0.13382152497388133
2,0.1509266197681427,0.0781078115105629,0.12195121951219512,0.6666666666666666,0.3713330320764332,0.30393691307488563,0.34986660198884306,0.45528455284552843,0.7162807136388165,0.32611154442092455
3,0.1683168262243271,0.09130913764238358,0.2647058823529412,0.5714285714285714,0.3118246289201892,0.19547112671209305,0.3059372349448685,0.33613445378151263,0.7299503047632263,0.24536144697923576
4,0.18873068690299988,0.07838678359985352,0.30303030303030304,0.48175182481751827,0.19151815539470488,0.11158055415479809,0.22640015832178903,0.291970802919708,0.7650581931128343,0.22337465492345526
5,0.3333333432674408,0.3333333432674408,0.10714285714285714,0.6292134831460674,0.5418377459811045,0.36755142347897296,0.43489395232779565,0.42696629213483145,0.7366761767017413,0.3145358956704064
6,0.4356435537338257,0.4356435537338257,0.2647058823529412,0.7157894736842105,0.6150793650583237,0.4187762727697338,0.5080468905225511,0.6041666666666666,0.755379454643284,0.45637508718031744
7,0.17437313497066498,0.11948695033788681,0.1794871794871795,0.7572815533980582,0.6147973686098108,0.45108497999757546,0.5025322283609577,0.6601941747572816,0.7239065097506815,0.4779188608062752
8,0.0631188154220581,0.0631188154220581,0.0,0.7157894736842105,0.6119910043249921,0.4244488977955912,0.4755854509217738,0.5416666666666666,0.6986031163021749,0.3784100213303447
9,0.21658416092395782,0.21658416092395782,0.18181818181818182,0.6929133858267716,0.4592090558254007,0.3649639423076923,0.37946723416746164,0.34375,0.7567638181431487,0.2601375624867074
10,0.41749173402786255,0.2524752616882324,0.14285714285714285,0.6363636363636364,0.5906028965484504,0.3438572409059712,0.36789297658862874,0.5454545454545454,0.6865865435091305,0.37450175100498023
11,0.1666666567325592,0.1666666567325592,0.04,0.5952380952380952,0.5518449030299034,0.3259352731591449,0.3702807357212004,0.4235294117647059,0.7301570367945376,0.3092429802894512
12,0.4282178282737732,0.3502475321292877,0.25,0.8115942028985508,0.7272364853800336,0.5645390949049712,0.5801753603804428,0.6285714285714286,0.779308426697976,0.48985101106729917
13,0.2574257552623749,0.12270154803991318,0.27586206896551724,0.5523809523809524,0.48577822988867636,0.3031532456861134,0.3683071030060788,0.3584905660377358,0.7299015852408254,0.2616628324448242
14,0.0,0.0,0.0,0.7222222222222222,0.5789506519072337,0.4237972824091076,0.429379183014078,0.4166666666666667,0.6831419634633598,0.2846424847763999
15,0.25,0.25,0.029411764705882353,0.6601941747572816,0.4831724716540842,0.3115026595744681,0.3747942048073757,0.40384615384615385,0.7066045913929617,0.2853595465240807
16,0.10495048761367798,0.10495048761367798,0.19047619047619047,0.5185185185185185,0.2666774529505549,0.1639738350392854,0.24142714032519072,0.24096385542168675,0.7731416167052987,0.18629918474826473
17,0.1267511397600174,0.09249386936426163,0.4117647058823529,0.7311827956989247,0.5187034443459639,0.3570228964899513,0.4158477842003854,0.45161290322580644,0.7766954722543592,0.35076569714712996
18,0.2211221158504486,0.2211221158504486,0.08333333333333333,0.6486486486486487,0.3322374370888289,0.2205072916075583,0.3018867924528302,0.47368421052631576,0.7368825625826674,0.3490496349075793
19,0.15490739047527313,0.1168680340051651,0.4827586206896552,0.41134751773049644,0.39329689865685624,0.2896556946688207,0.3630465694987558,0.3380281690140845,0.7667067042497294,0.25916846340835925
20,0.18837474286556244,0.11281129717826843,0.4418604651162791,0.6370370370370371,0.31210245830849126,0.19714262141796382,0.3460010694370178,0.4411764705882353,0.7875561480323573,0.3474512417789811
21,0.20388706028461456,0.20388706028461456,0.17857142857142858,0.5894736842105263,0.3112454500914106,0.2151500959344926,0.2815910656659052,0.3541666666666667,0.7453703762555208,0.26398534159049697
22,0.16013795137405396,0.06968304514884949,0.7017543859649122,0.6195652173913043,0.48991482731817526,0.40678319491260384,0.4332018291042769,0.4673913043478261,0.7670068389349489,0.35849232689350874
23,0.12064540386199951,0.10864420235157013,0.4,0.5785123966942148,0.3559341197709025,0.252439641463062,0.36847236847236847,0.39344262295081966,0.802853933892637,0.3158769575971031
24,0.042904291301965714,0.0,0.16666666666666666,0.5217391304347826,0.4123459304866715,0.31299524564183834,0.373146186440678,0.2608695652173913,0.7156812491299179,0.1866994562947612
25,0.10853011161088943,0.029280949383974075,0.6481481481481481,0.542713567839196,0.4298567144213619,0.36514839847193653,0.4365082705501073,0.4120603015075377,0.7443600688253341,0.3067212343903387
26,0.2073095142841339,0.12940718233585358,0.7962962962962963,0.84375,0.6685296966738009,0.507218479307026,0.6188028781529217,0.7131782945736435,0.7951386613289433,0.5670756344361456
27,0.20352035760879517,0.08852218836545944,0.4090909090909091,0.5365853658536586,0.20503590270836872,0.1183154557935507,0.21519347496206373,0.3132530120481928,0.7162143017589898,0.2243562872979968
28,0.12242652475833893,0.03190319612622261,0.7272727272727273,0.4731182795698925,0.31306081754296183,0.23216590654848981,0.28074979932952454,0.21505376344086022,0.695707764070695,0.14961457291842903
29,0.1621602177619934,0.08586080372333527,0.5384615384615384,0.5735294117647058,0.4034778731378112,0.34678325044120006,0.42312415930756186,0.38235294117647056,0.7791572558336547,0.2979130684069856
30,0.08415841311216354,0.03480348363518715,0.3076923076923077,0.4642857142857143,0.6356900008163464,0.5157654444285918,0.5536781020651989,0.4642857142857143,0.7211910577410189,0.3348387053797588
31,0.17722772061824799,0.11934621632099152,0.5526315789473685,0.628099173553719,0.5310380519017504,0.40738063857829176,0.43688814226959394,0.4918032786885246,0.7524191387216815,0.37004219937131877
32,0.0,0.0,0.0,0.44036697247706424,0.37775389575134577,0.25860953814068294,0.3643028297581013,0.21818181818181817,0.7573728635048836,0.16524498840106552
33,0.0,0.0,0.0,0.40875912408759124,0.2822069872948261,0.17002299315258862,0.2583983810349812,0.17518248175182483,0.7008490987632748,0.12277648445488026
34,0.0,0.0,0.047619047619047616,0.4772727272727273,0.3559528103951267,0.2137475703201555,0.3355403849317322,0.2727272727272727,0.6980789942716754,0.19038518025591147
35,0.03569857031106949,0.030816830694675446,0.21739130434782608,0.5476190476190477,0.2884800307665799,0.19778911182510617,0.3347605633802817,0.25882352941176473,0.7695609419219163,0.19918047908567246
36,0.0,0.0,0.0,0.3409090909090909,0.12730349863025867,0.06765235833720742,0.2147930267594519,0.1797752808988764,0.7346909239686055,0.1320792672303111
37,0.0005824111867696047,0.0005824111867696047,0.06976744186046512,0.5341614906832298,0.4402876275558999,0.2675570091759789,0.3823663513051408,0.3105590062111801,0.7342807245642455,0.22803749210069735
38,0.16658414900302887,0.16584157943725586,0.19230769230769232,0.49523809523809526,0.43383306412098566,0.31583596643223594,0.4037777777777778,0.26666666666666666,0.7660129066716217,0.2042701084457658
39,0.008100810460746288,0.008100810460746288,0.1,0.6060606060606061,0.4101695590585553,0.2562297266715281,0.3787957743142735,0.3333333333333333,0.7520703539886049,0.2506901179962016
40,0.004950494971126318,0.0,0.08333333333333333,0.41739130434782606,0.5486725663471587,0.37969973890339426,0.3888110799875506,0.24347826086956523,0.7887918492414985,0.19205366764140833
41,0.03232823312282562,0.009000900201499462,0.25,0.5185185185185185,0.42199471149632756,0.2638616812877949,0.33115347854519844,0.27522935779816515,0.6763445448729251,0.18614987473566746
42,0.04394528269767761,0.007743082474917173,0.7931034482758621,0.5043478260869565,0.3862749383250718,0.23356447273691788,0.3151998772347119,0.25862068965517243,0.6819266324263575,0.17636033597233386
43,0.011315417475998402,0.0,0.16666666666666666,0.549618320610687,0.34635540732765985,0.21428571428571427,0.29145476685051214,0.25757575757575757,0.6989461466398345,0.1800315832254119
44,0.0,0.0,0.0,0.5,0.4438130327466854,0.28591832629249647,0.41135812449474535,0.33766233766233766,0.6821800538958815,0.23034651170510287
45,0.0011949470499530435,0.0,0.17647058823529413,0.6296296296296297,0.41396160557661504,0.2923238987608461,0.376841620626151,0.24074074074074073,0.7623526494227792,0.1835293415277061
46,0.16892799735069275,0.0,0.18518518518518517,0.5454545454545454,0.4612223934198611,0.2987665828852972,0.42302413550697954,0.30303030303030304,0.7188884420446433,0.2178449824377707
47,0.0,0.0,0.038461538461538464,0.5048543689320388,0.45345982605361546,0.27700392877187613,0.28322032577351725,0.21153846153846154,0.6331346444015695,0.13393232862340892
48,0.0,0.0,0.0,0.7272727272727273,0.7649552518217251,0.6177253708634461,0.6694991055456172,0.7272727272727273,0.7551516490581195,0.549201199314996
49,0.16625411808490753,0.08184818178415298,0.23076923076923078,0.6724137931034483,0.516036543869277,0.3387798511070289,0.4219334614217818,0.46551724137931033,0.7158247554858268,0.3332287654847814
50,0.1277608573436737,0.027970299124717712,0.34782608695652173,0.696969696969697,0.6007470381860092,0.44863949106247625,0.49500301542172825,0.49624060150375937,0.7574824491855388,0.3758935462123726
51,0.0,0.0,0.0,0.7058823529411765,0.6674150995414797,0.4547714668196596,0.5842011684023368,0.47058823529411764,0.8897954954156031,0.4187272919602838
52,0.12541253864765167,0.12541253864765167,0.10526315789473684,0.5588235294117647,0.3622177896177964,0.25564135994383713,0.37342629282239054,0.4411764705882353,0.7241335240933462,0.3194706723941233
53,0.0,0.0,0.0,0.4444444444444444,0.9341935471816858,0.3995584988962472,0.3995584988962472,0.4,0.8728655626134753,0.3491462250453901
54,0.11906575411558151,0.028941355645656586,0.2727272727272727,0.5238095238095238,0.5763079033622303,0.43758596027947405,0.46377306903622695,0.49411764705882355,0.723370591660597,0.35743017470288324
55,0.0775577574968338,0.011001098901033401,0.14814814814814814,0.84375,0.6960303506664185,0.5197559961181201,0.5866400465851427,0.5625,0.7266025014567742,0.4087139070694355
56,0.0,0.0,0.0,0.5142857142857142,0.2320954558564996,0.13034109190736942,0.1739106238521899,0.34285714285714286,0.6736279596904997,0.23095815760817134
57,0.1683168262243271,0.1683168262243271,0.06666666666666667,0.5769230769230769,0.6603116406663468,0.49025300705101615,0.5567341970263455,0.5384615384615384,0.7618455738557502,0.4102245397684809
58,0.0,0.0,0.0,0.2857142857142857,0.11157270028349285,0.21149789029535865,0.20743405275779375,0.14285714285714285,0.6631937812506632,0.09474196875009473
59,0.14191418886184692,0.0674734115600586,0.26666666666666666,0.7142857142857143,0.520053991503084,0.3898305084745763,0.42457307824044627,0.4,0.7277273384167163,0.29109093536668657
60,0.06417223811149597,0.03622918576002121,0.4864864864864865,0.4277456647398844,0.4202166742160768,0.32634547340977416,0.3737250723093317,0.3563218390804598,0.7376444156667932,0.26283881477782284
61,0.0,0.0,0.0,0.5263157894736842,0.4213528931926087,0.4442508710801394,0.4442508710801394,0.3157894736842105,0.8253053420519268,0.2606227395953453
62,0.0,0.0,0.0,0.4,0.3900808023432486,0.35080435910742086,0.35080435910742086,0.4,0.74945895066735,0.29978358026694
63,0.0,0.0,0.15384615384615385,0.5306122448979592,0.5431524961718426,0.3968596428143354,0.4483646023576291,0.32653061224489793,0.7566671287841283,0.24707498082747045
64,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.1463492065668106,0.09450174868106842,0.4418604651162791,0.6417910447761194,0.5412896700505346,0.3751427918665753,0.42139001349527666,0.4444444444444444,0.7601236670790892,0.33783274092403964
66,0.1242964118719101,0.059653013944625854,0.5901639344262295,0.6256410256410256,0.5537619223378938,0.39430456015729054,0.4165500077772593,0.4307692307692308,0.7680396331131527,0.330847841956435
67,0.0,0.0,0.0,0.7692307692307693,0.5736434105350812,0.3574468085106383,0.4720616570327553,0.46153846153846156,0.751636244902249,0.3469090361087303
68,0.1603216528892517,0.07739333808422089,0.5569620253164557,0.7117117117117117,0.6465299909469027,0.47246065808297566,0.48132829118411724,0.5112107623318386,0.7507111057326918,0.38377159665258687
69,0.15617069602012634,0.09693729132413864,0.6923076923076923,0.7619047619047619,0.582639807101415,0.45220325120130866,0.5034331227684702,0.5054945054945055,0.7792178177622306,0.39389032546222646
70,0.04207920655608177,0.0,0.058823529411764705,0.6415094339622641,0.5198873238850831,0.35287467700258396,0.36044291714394805,0.4074074074074074,0.7028376549854876,0.28634126684593936
71,0.13031725585460663,0.05675637722015381,0.5121951219512195,0.6804979253112033,0.5440658958091174,0.38312390779728717,0.41680954422060296,0.3817427385892116,0.7659697720447212,0.292403398456906
72,0.1443348228931427,0.09102433919906616,0.6538461538461539,0.6603174603174603,0.5075509422671167,0.36130721756841605,0.4405174517939956,0.39365079365079364,0.8034702458899586,0.3162866999693805
73,0.03836633637547493,0.017326733097434044,0.5454545454545454,0.55,0.6040195544258502,0.34447628143903214,0.34447628143903214,0.2926829268292683,0.7721109062135666,0.22598367986738532
74,0.08284799009561539,0.06591608375310898,0.45454545454545453,0.5945945945945946,0.5652453646673321,0.4242033523669184,0.44756950089416353,0.37583892617449666,0.7528258098684918,0.28294124397741977
75,0.15914170444011688,0.10873471945524216,0.5,0.6883720930232559,0.5335962266965593,0.41168755909354315,0.4481863390375896,0.4558139534883721,0.7905700826451535,0.36035287488011647
76,0.13289111852645874,0.0765148177742958,0.45454545454545453,0.5641025641025641,0.49420752707598775,0.3816144169329074,0.4202541887199541,0.36923076923076925,0.7549141163609228,0.27873751988710993
77,0.21284790337085724,0.11993779242038727,0.5681818181818182,0.7457627118644068,0.6191681499645775,0.45230421396959786,0.5192106296635686,0.5147679324894515,0.7771819990966048,0.400068370842978
