,map_50,map_75,acc,f1,0,1,2,3,4,dice,aji,aji_plus,dq,sq,pq
0,0.14271941781044006,0.10736756026744843,0.23505434782608695,0.6721077564065978,0.023965489694839432,0.559302051402971,0.024580335731414868,0.0,0.0,0.6223356578844312,0.44609108163559064,0.4806096291609855,0.6315030471504225,0.7508430298334079,0.47599785401752237
