map_50,map_75,acc,f1,dice,aji,aji_plus,dq,sq,pq,img_names,dataset,model,file_name,dist,area,cnt
0.0859002545475959,0.085075169801712,0.6,0.5333333333333333,0.1900832307174211,0.1164266007955857,0.1868324346601641,0.1866666666666666,0.7679373409660698,0.1433483036469997,test_10_000,consep,seg_unet,test_10_000,3.3070742739111045,368.7391304347826,46
0.3781235814094543,0.2467720359563827,0.8518518518518519,0.574468085106383,0.435092706886182,0.3226864301174001,0.3510372825803568,0.5961538461538461,0.6730429108515485,0.4012371199307308,test_10_000,consep,mask_rcnn,test_10_000,3.3070742739111045,368.7391304347826,46
0.4975521564483642,0.3166579902172088,0.8333333333333334,0.8,0.3977559607242413,0.5509109005149508,0.5536348879041811,0.6542056074766355,0.7497708677102135,0.4905043059786443,test_10_000,consep,hovernet,test_10_000,3.3070742739111045,368.7391304347826,46
0.1083310395479202,0.0847446545958519,1.0,0.5656565656565656,0.3929326232085985,0.2453584639774528,0.305684146619109,0.2828282828282828,0.8082687824339432,0.228601271799499,test_10_001,consep,dist,test_10_001,3.581822769239769,261.64912280701753,57
0.1815055459737777,0.0878003314137458,0.7272727272727273,0.6111111111111112,0.4363010535945031,0.3217435281474223,0.3803335720863603,0.4259259259259259,0.7441869642981329,0.3169685218306862,test_10_001,consep,seg_unet,test_10_001,3.581822769239769,261.64912280701753,57
0.3946272730827331,0.184808000922203,0.8461538461538461,0.7572815533980582,0.5485140562138853,0.408035481346204,0.4297931298074626,0.6728971962616822,0.7123564315961495,0.4793426455600258,test_10_001,consep,mask_rcnn,test_10_001,3.581822769239769,261.64912280701753,57
0.4303653240203857,0.2683737874031067,0.8235294117647058,0.8429752066115702,0.5113771796235469,0.5875135670803643,0.6006897585844955,0.7049180327868853,0.7800729531639546,0.5498874915745909,test_10_001,consep,hovernet,test_10_001,3.581822769239769,261.64912280701753,57
0.1141855344176292,0.1034653410315513,1.0,0.3768115942028985,0.1520288619907884,0.0828619064599134,0.158029539827542,0.2318840579710145,0.7984991569272946,0.1851592247947349,test_10_002,consep,dist,test_10_002,2.6157107190638507,413.5681818181818,44
0.1146864667534828,0.0861621797084808,0.5909090909090909,0.5866666666666667,0.2002002263984754,0.1162901600633792,0.2443471419286423,0.3421052631578947,0.7159722504129681,0.2449378751412785,test_10_002,consep,seg_unet,test_10_002,2.6157107190638507,413.5681818181818,44
0.5483275651931763,0.3506697714328766,0.9428571428571428,0.6542056074766355,0.4655579012361304,0.3470305848253374,0.3571496557631904,0.6885245901639344,0.6705435117454042,0.4616856966115897,test_10_002,consep,mask_rcnn,test_10_002,2.6157107190638507,413.5681818181818,44
0.4233593940734863,0.3434395492076874,0.9230769230769232,0.7878787878787878,0.4134750604906377,0.5393773935464301,0.549823292846407,0.6060606060606061,0.7696821041008587,0.4664740024853689,test_10_002,consep,hovernet,test_10_002,2.6157107190638507,413.5681818181818,44
0.1853178441524505,0.0486701615154743,1.0,0.4952380952380952,0.1394798741382818,0.074894669744032,0.1612201699190999,0.3047619047619048,0.7616823300686882,0.2321317577352193,test_10_003,consep,dist,test_10_003,3.946898532045823,243.0597014925373,67
0.1192486062645912,0.0874821096658706,0.6585365853658537,0.6456692913385826,0.3578255518557985,0.2437112351988941,0.3189576695493855,0.2992125984251969,0.7681735449436595,0.2298472024240871,test_10_003,consep,seg_unet,test_10_003,3.946898532045823,243.0597014925373,67
0.2974380254745483,0.2440403401851654,0.7948717948717948,0.6446280991735537,0.5334194626945811,0.3612183284289372,0.3972946108302,0.609375,0.7501249018617948,0.4571073620720312,test_10_003,consep,mask_rcnn,test_10_003,3.946898532045823,243.0597014925373,67
0.4047891795635223,0.3211418688297272,0.6935483870967742,0.8211920529801324,0.4507692532406416,0.5878479746624438,0.6022845275181724,0.7236842105263158,0.8003421191897622,0.5791949546768016,test_10_003,consep,hovernet,test_10_003,3.946898532045823,243.0597014925373,67
0.143564373254776,0.0763417482376098,1.0,0.4869565217391304,0.1992224622018763,0.1104497819103757,0.2310523722574848,0.3275862068965517,0.7615022912552426,0.249457647135338,test_10_004,consep,dist,test_10_004,3.760055815420884,246.45833333333331,72
0.2044411599636078,0.1308339387178421,0.6097560975609756,0.6165413533834586,0.3245917632537619,0.2194991490396304,0.3116095673845925,0.3283582089552239,0.7722449995893688,0.2535729849397927,test_10_004,consep,seg_unet,test_10_004,3.760055815420884,246.45833333333331,72
