,dice,aji,0,1,average_dice,average_aji,average_map,average_map50
test_0.png,0.8382494479511833,0.8501036150126641,0.6001320132013201,0.8196605374823197,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_1.png,0.6322668747253088,0.48337682013298544,0.19012729844413012,0.30265205091937764,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_2.png,0.5432694675396114,0.45663772361125643,0.1852310231023102,0.3341584158415842,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_3.png,0.5548466762594186,0.4009273438829335,0.2943894389438943,0.4174917491749174,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_4.png,0.8766559254496369,0.61729484432119,0.5282178217821782,0.7524752475247525,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_5.png,0.8842523595889838,0.5759896451299752,0.3409240924092409,0.4207920792079208,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_6.png,0.6899504070204465,0.7662633214920072,0.6756683168316832,0.9128712871287128,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_7.png,0.8346983346698506,0.7109135860607487,0.5539611103967539,0.8169816981698168,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_8.png,0.8320313820691884,0.7070102219802818,0.20523573785950028,0.33922677982083926,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_9.png,0.8786251342337886,0.8199404761904762,0.2235195662423385,0.3254596888260255,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_10.png,0.8268383305613567,0.796569239736864,0.20138299544240137,0.25695426685525696,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_11.png,0.8679577464094144,0.613322777652115,0.17518151815181518,0.2917491749174917,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_12.png,0.8664721105188882,0.6677518848526388,0.4274084551312274,0.6661951909476662,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_13.png,0.7049829539341925,0.5803094073484245,0.09789414655751288,0.1761926192619262,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_14.png,0.7627612726686869,0.5013056960992329,0.3714002828854314,0.6011315417256011,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_15.png,0.9249881252173997,0.7664083313150885,0.32854785478547854,0.49587458745874585,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_16.png,0.8373184018736896,0.6463785046728971,0.20550055005500548,0.28822882288228824,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_17.png,0.7250267193417089,0.7025917499258086,0.24511466531268516,0.4134370579915135,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_18.png,0.9111691187742774,0.6991381403253217,0.2428300330033004,0.3653465346534654,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_19.png,0.7554234769367258,0.6774193548387096,0.41222222222222216,0.5762376237623761,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_20.png,0.8658096525861739,0.561244232772734,0.33663366336633654,0.4207920792079207,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_21.png,0.8702241868884377,0.8127472905556511,0.27914662894860914,0.4400990099009901,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_22.png,0.6883901596149773,0.6164170394864812,0.2991749174917491,0.5511551155115512,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_23.png,0.8624458261859388,0.6044638140517696,0.22622613909742625,0.4001952393041502,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
test_24.png,0.9354179760421576,0.7945808862786973,0.5027227722772277,0.693069306930693,0.7690402206622398,0.6787143053827501,0.21957530289880997,0.3996251302975184
